ID,Nama Makanan,Kategori,Jumlah Sajian,Per Sajian,Energi,Energi dari lemak,Energi dari lemak jenuh,Karbohidrat total,Karbohidrat lain,Protein,Lemak total,Lemak jenuh,Lemak tidak jenuh ganda,Lemak tidak jenuh tunggal,Lemak trans,Kolesterol,Serat pangan,Serat pangan larut,Serat pangan tidak larut,Gula,Gula alkohol,Air,Abu,Vitamin A,B0Karoten,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Folat,Biotin,Kolin,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Kalsium,Fosfor,Magnesium,Natrium,Kalium,Besi,Seng,Tembaga,Mangan,Iodium,Selenium,Fluor,Kromium,L0Karnitin,Myo0Inositol,Asam linoleat,Asam a0linolenat
1929,Korean Beef Mushroom,Ladang Lima,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,Korean Goguma,Nextar,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,Korean Shine Muscat,Campina,1.0,porsi (55 ml),50.0,,,12.0,,0.0,0.0,0.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
1932,Korean Strawberry Milk,Ichitan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,Korean Style Odeng Spicy,Cedea,1.0,porsi (50 g),90.0,,,14.0,,6.0,1.5,0.5,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,
1934,Kornet Ayam,Ngetop,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,Kornet Ayam,Salam,100.0,g,100.0,,,6.0,,16.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,
1936,Kornet Ayam,Umia-Mi,1.0,porsi (120 g),160.0,,,18.0,,11.0,4.5,2.0,,,,15.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,
1937,Kornet Ayam,Vigo,100.0,g,120.0,,,2.0,,22.0,4.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,
1938,Kornet Daging Punggung Sapi  (Diawetkan),Daging,100.0,gram (g),198.0,,,0.14,,14.68,14.9,4.73,0.53,7.18,,54.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1217.0,297.0,,,,,,,,,,,,
1939,Kornet Daging Sapi,Umia-Mi,1.0,porsi (120 g),180.0,,,20.0,,20.0,2.0,1.0,,,,15.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,
1940,Kornet Tuna,Vinisi,100.0,g,120.0,,,15.0,,14.0,0.5,0.0,0.2,0.15,,30.0,1.2,,,3.0,,,,,,,,,,,,,,,,,,,,,,380.0,250.0,,,,,,,,,,,,
"1941,Kororo,UHA,1.0,""pcs (4,5 g)"",15.0,,,4.0,,0.0,0.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,"
"1942,Krekers Beras Asin,Gery,1.0,""bungkus (5,6 g)"",30.0,,,4.0,,0.0,1.0,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,"
1943,Krekers Krim,Hatari,2.0,keping (15 g),70.0,,,10.0,,1.0,2.5,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
1944,Krice,DelfiOrion,2.0,bungkus (20 g),100.0,,,14.0,,1.0,4.5,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,
1945,Krice Sweet Flavor,DelfiOrion,1.0,pack (20 g),90.0,,,15.0,,1.0,3.0,1.5,0.0,0.0,,0.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,45.0,0.0,,,,,,,,,,,,
1946,Krim Kafe non Dairy Creamer,Kapal Api,1.0,porsi (3 g),15.0,,,2.0,,0.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1947,Krim Sup Tomat (Disiapkan dengan Susu),Sup,1.0,mangkok,136.0,,,22.62,,6.05,3.15,1.83,0.573,1.076,,10.0,1.5,,,16.49,,,,,,,,,,,,,,,,,,,,,,742.0,469.0,,,,,,,,,,,,
1948,Krimer Kental Manis,Cap Enaak,1.0,sdm (21 g),70.0,,,12.0,,0.5,2.0,1.0,,,,2.0,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
1949,Krimer Kental Manis,Carnation,3.0,sdm (30 g),100.0,,,17.0,,1.0,3.5,1.5,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
1950,Krimer Kental Manis,Dairy Champ,1.0,sendok (42 g),160.0,,,30.0,,1.0,4.0,2.0,2.0,,,0.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
1951,Krimero,Nextar,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Kripi Puffs Sweet & Spicy Balado,Yava,1.0,porsi (20 g),80.0,,,16.0,,1.0,1.0,0.5,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
1953,Kris Bee,Calbee Wings,1.0,porsi (10 g),45.0,,,8.0,,1.0,2.0,0.5,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,85.0,0.0,,,,,,,,,,,,
1954,Kris Bee French Fries,Calbee Wings,1.0,porsi (10 g),45.0,,,7.0,,1.0,1.5,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,
1955,Kris Bee Krunchy Rasa Jagung Bakar Mentega,Calbee Wings,1.0,bungkus (10 g),45.0,,,8.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,
1956,Kris Bee Pillow,Calbee Wings,1.0,porsi (12 g),60.0,,,8.0,,1.0,2.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
1957,Krisbite,Nextar,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,Krispi Puffs Cokelat,East Bali Cashews,1.0,porsi (20 g),102.0,,,14.0,,3.0,4.0,1.0,0.0,0.0,,0.0,2.0,,,3.5,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
1959,Krispi Puffs Sweet Cashews,Yava,1.0,takaran saji (20 g),100.0,,,12.0,,3.0,4.0,0.5,0.0,0.0,,0.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,,,,,,,,,,,,
1960,Kriuk Kriuk,Oishi,1.0,bungkus (22 g),110.0,,,14.0,,1.0,5.0,2.5,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,
1961,Krumpe,Qtela,1.0,porsi (20 g),100.0,,,11.0,,3.0,5.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,Krunz Dark Chocolate,WoCA,1.0,porsi (13 g),70.0,,,8.0,,1.0,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,Krupuk Bawang,Kacang Ayam,6.0,keping (30 g),80.0,,,1.0,,3.0,7.0,1.0,,,,0.0,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
1964,Kua Chap Thai Tom Yum,Papa,1.0,porsi (50 g),170.0,,,40.0,,3.0,0.0,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1640.0,,,,,,,,,,,,,
1965,Kuaci,Naraya,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,Kuaci,Rebo,100.0,g,600.0,,,10.0,,30.0,50.0,0.0,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,
1967,Kuaci Coconut,Rebo,1.0,porsi (10 g),50.0,,,5.0,,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
1968,Kuaci Green Tea,Rebo,3.0,potong (6 g),35.0,,,1.0,,2.0,3.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,60.0,30.0,,,,,,,,,,,,
1969,Kuaci Milk Flavor,Rebo,2.0,porsi (6 g),60.0,,,1.0,,3.0,5.0,0.0,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,200.0,30.0,,,,,,,,,,,,
1970,Kuaci Milk Flavour,Rebo,10.0,potong (6 g),40.0,,,1.0,,2.0,3.0,0.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,120.0,30.0,,,,,,,,,,,,
1971,Kuaci Original,Rebo,1.0,sendok makan (6 g),35.0,,,1.0,,2.0,3.0,0.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,75.0,25.0,,,,,,,,,,,,
1972,Kuaci Salted Caramel,Rebo,1.0,porsi (10 g),60.0,,,22.0,,3.0,5.0,0.5,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,105.0,3.0,,,,,,,,,,,,
1973,Kubis,Sayuran,100.0,gram (g),24.0,,,5.58,,1.44,0.12,0.016,0.06,0.009,,0.0,2.3,,,3.58,,,,,,,,,,,,,,,,,,,,,,18.0,246.0,,,,,,,,,,,,
1974,Kubis Cina,Sayuran,100.0,gram (g),13.0,,,2.18,,1.5,0.2,0.026,0.096,0.015,,0.0,1.0,,,1.18,,,,,,,,,,,,,,,,,,,,,,65.0,252.0,,,,,,,,,,,,
1975,Kubis Hijau,Sayuran,100.0,gram (g),24.0,,,5.58,,1.44,0.12,0.016,0.06,0.009,,0.0,2.3,,,3.58,,,,,,,,,,,,,,,,,,,,,,18.0,246.0,,,,,,,,,,,,
1976,Kubis Merah,Sayuran,100.0,gram (g),31.0,,,7.37,,1.43,0.16,0.034,0.125,0.019,,0.0,2.1,,,3.91,,,,,,,,,,,,,,,,,,,,,,27.0,243.0,,,,,,,,,,,,
"1977,Kubis Savoy,Sayuran,1.0,""mangkok, parut"",19.0,,,4.27,,1.4,0.07,0.009,0.034,0.005,,0.0,2.2,,,1.59,,,,,,,,,,,,,,,,,,,,,,20.0,161.0,,,,,,,,,,,,"
1978,Kue,Makanan Penutup,1.0,kecil,24.0,,,3.45,,0.27,1.07,0.238,0.232,0.531,,0.0,0.1,,,1.38,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,,,,,,,,,,,,
1979,Kue Beras Merah,Makanan Ringan,1.0,kue,35.0,,,7.34,,0.74,0.25,0.051,0.089,0.093,,0.0,0.4,,,0.08,,,,,,,,,,,,,,,,,,,,,,29.0,26.0,,,,,,,,,,,,
1980,Kue Beras Merah Multigrain,Makanan Ringan,1.0,kue,35.0,,,7.21,,0.76,0.32,0.05,0.13,0.104,,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,23.0,26.0,,,,,,,,,,,,
1981,Kue Bolu,Makanan Penutup,100.0,gram (g),297.0,,,57.7,,7.3,4.3,1.301,0.649,1.576,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,141.0,,,,,,,,,,,,
1982,Kue Bolu Coklat,Lainnya,100.0,gram (g),297.0,,,54.68,,8.25,6.05,2.085,0.766,2.203,,208.0,1.6,,,39.95,,,,,,,,,,,,,,,,,,,,,,185.0,154.0,,,,,,,,,,,,
1983,Kue Coklat (dengan Campuran Coklat),Lainnya,100.0,gram (g),367.0,,,54.6,,4.1,16.4,4.771,1.845,8.76,,42.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,334.0,200.0,,,,,,,,,,,,
1984,Kue Coklat (dengan Campuran Coklat),Makanan Penutup,100.0,gram (g),367.0,,,54.6,,4.1,16.4,4.771,1.845,8.76,,42.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,334.0,200.0,,,,,,,,,,,,
1985,Kue Coklat (tanpa Campuran),Lainnya,100.0,gram (g),358.0,,,53.4,,5.3,15.1,5.43,2.761,6.039,,58.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,315.0,140.0,,,,,,,,,,,,
1986,Kue Coklat (tanpa Campuran),Makanan Penutup,100.0,gram (g),358.0,,,53.4,,5.3,15.1,5.43,2.761,6.039,,58.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,315.0,140.0,,,,,,,,,,,,
1987,Kue Coklat Keju,Makanan Penutup,100.0,gram (g),389.0,,,38.44,,6.6,24.75,11.991,2.849,8.508,,92.0,1.6,,,22.41,,,,,,,,,,,,,,,,,,,,,,300.0,146.0,,,,,,,,,,,,
"1988,Kue Denmark,Makanan Penutup,1.0,""sedang (diameter 10,5 cm)"",262.0,,,28.99,,4.55,14.56,3.693,1.906,8.135,,14.0,0.8,,,12.86,,,,,,,,,,,,,,,,,,,,,,241.0,81.0,,,,,,,,,,,,"
"1989,Kue Denmark dengan Buah,Makanan Penutup,1.0,""sedang (diameter 10,5 cm)"",263.0,,,33.94,,3.83,13.14,3.451,1.678,7.118,,81.0,1.3,,,19.55,,,,,,,,,,,,,,,,,,,,,,251.0,59.0,,,,,,,,,,,,"
1990,Kue Gandum,Makanan Penutup,1.0,besar (diameter 9 cm - 10 cm),112.0,,,17.18,,1.55,4.52,1.13,0.636,2.506,,0.0,0.7,,,6.16,,,,,,,,,,,,,,,,,,,,,,96.0,36.0,,,,,,,,,,,,
1991,Kue Gula (Termasuk Vanilla),Makanan Penutup,1.0,kue,72.0,,,10.18,,0.76,3.16,0.815,0.399,1.775,,8.0,0.1,,,5.66,,,,,,,,,,,,,,,,,,,,,,54.0,9.0,,,,,,,,,,,,
1992,Kue Keju,Makanan Penutup,100.0,gram (g),321.0,,,25.5,,5.5,22.5,9.921,1.602,8.634,,55.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,207.0,90.0,,,,,,,,,,,,
"1993,""Kue Keju (dari Campuran, tanpa Jenis Kue Panggang)"",Makanan Penutup,1.0,buah (diameter 1/12 23 cm),271.0,,,35.14,,5.44,12.57,6.624,0.8,4.474,,29.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,376.0,209.0,,,,,,,,,,,,"
1994,Kue Keju dengan Buah,Makanan Penutup,1.0,buah (diameter 1/12 23 cm),388.0,,,46.72,,8.88,19.1,7.631,3.242,7.15,,67.0,0.7,,,37.91,,,,,,,,,,,,,,,,,,,,,,378.0,124.0,,,,,,,,,,,,
1995,Kue Lapis Bogor Original,Sangkuriang,1.0,takaran saji (50 g),180.0,,,19.0,,3.0,10.0,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,160.0,60.0,,,,,,,,,,,,
1996,Kue Lapis Bogor Rasa Brownies,Sangkuriang,1.0,potong (50 g),190.0,,,21.0,,3.0,11.0,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,160.0,125.0,,,,,,,,,,,,
1997,Kue Lapis Kukus Original,Pahlawan,1.0,porsi (50 g),190.0,,,19.0,,3.0,12.0,6.0,,,,25.0,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,
1998,Kue Lapis Kukus Rasa Blackforest,Pahlawan,1.0,potong (50 g),210.0,,,21.0,,3.0,11.0,,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,160.0,125.0,,,,,,,,,,,,
1999,Kue Lapis Kukus Rasa Choco Pandan,Pahlawan,1.0,potong (50 g),220.0,,,23.0,,3.0,13.0,7.0,,,,25.0,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,
2000,Kue Lapis Kukus Rasa Tiramisu,Pahlawan,1.0,potong (50 g),210.0,,,22.0,,3.0,12.0,6.0,,,,30.0,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,
"2001,Kue Wortel dengan Lapisan (Gula),Lainnya,1.0,""buah (1/10 1-lapis, diameter 20 cm atau 23 cm)"",326.0,,,42.37,,3.09,16.7,3.081,7.146,5.554,,48.0,0.9,,,31.3,,,,,,,,,,,,,,,,,,,,,,147.0,80.0,,,,,,,,,,,,"
2002,Kue Wortel tanpa Lapisan (Gula),Lainnya,100.0,gram (g),416.0,,,49.09,,4.22,23.24,3.249,10.853,7.844,,66.0,1.4,,,32.56,,,,,,,,,,,,,,,,,,,,,,205.0,114.0,,,,,,,,,,,,
2003,Kukis Almond Oat,Mama Bear,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Kulit Ayam Goreng,Fiesta,100.0,g,550.0,,,37.0,,12.0,39.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1020.0,,,,,,,,,,,,,
2005,Kulit Lumpia,Finna,3.0,potong (28 g),90.0,,,17.0,,2.0,1.5,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,
2006,Kung Pao Chicken,Mad About Protein,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Kungpao Chicken with Coriander Hokkian Noodle + Chinese Wonton,Yellow Fit Kitchen,1.0,serving,543.0,,,68.0,,34.0,15.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Kuning Telur,Telur,100.0,gram (g),322.0,,,3.59,,15.86,26.54,9.551,4.204,11.738,,1234.0,0.0,,,0.56,,,,,,,,,,,,,,,,,,,,,,48.0,109.0,,,,,,,,,,,,
2009,Kuning Telur Matang,Telur,1.0,besar,55.0,,,0.61,,2.69,4.49,1.617,0.712,1.988,,209.0,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,34.0,19.0,,,,,,,,,,,,
2010,Kurma,Barari,1.0,porsi (40 g),120.0,,,31.0,,1.0,0.0,,,,,,3.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
2011,Kurma,Buah,1.0,kurma,23.0,,,6.23,,0.2,0.03,0.003,0.002,0.003,,0.0,0.7,,,5.26,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,,,,,,,,,,,,
2012,Kurma,Palm'frutt,1.0,biji (40 g),110.0,,,29.0,,0.8,0.2,,,,,,3.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,1.0,261.0,,,,,,,,,,,,
2013,Kurma Barari,Barari,1.0,porsi (40 g),120.0,,,31.0,,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,0.0,240.0,,,,,,,,,,,,
2014,Kurma Khalas,Date Crown,100.0,g,325.0,,,76.0,,4.4,0.4,0.0,,,,0.0,6.8,,,66.4,,,,,,,,,,,,,,,,,,,,,,,555.0,,,,,,,,,,,,
2015,Kurma Khenaizi,Date Crown,3.0,cup (55 g),182.0,,,44.0,,1.5,0.24,0.24,0.0,0.0,,0.0,3.8,,,40.0,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,
2016,Kurma Lulu,Date Crown,100.0,g,325.0,,,76.0,,4.4,0.4,,,,,0.0,6.8,,,66.4,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
"2017,Kurma Medjool,Buah,1.0,""kurma, berbintik-bintik"",66.0,,,17.99,,0.43,0.04,,,,,,1.6,,,15.95,,,,,,,,,,,,,,,,,,,,,,0.0,167.0,,,,,,,,,,,,"
2018,Kurma Water,Nafoura,1.0,botol (330 ml),130.0,,,33.0,,0.0,0.0,,,,,,11.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,
2019,Kwetiau Goreng,Healthy Go,1.0,porsi,489.0,,,48.0,,35.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Kyoto Matcha,Whey To Go,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,L-Carnitine+Vitamin C,Jele,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Labu,Sayuran,100.0,gram (g),26.0,,,6.5,,1.0,0.1,0.052,0.005,0.013,,0.0,0.5,,,1.36,,,,,,,,,,,,,,,,,,,,,,1.0,340.0,,,,,,,,,,,,
"2023,""Labu (tanpa Garam, Kaleng)"",Sayuran,1.0,mangkok,83.0,,,19.82,,2.7,0.69,0.358,0.037,0.091,,0.0,7.1,,,8.08,,,,,,,,,,,,,,,,,,,,,,12.0,505.0,,,,,,,,,,,,"
2024,Labu Dimasak,Sayuran,100.0,gram (g),46.0,,,7.94,,1.08,1.75,0.42,0.448,0.734,,0.0,2.8,,,3.22,,,,,,,,,,,,,,,,,,,,,,166.0,202.0,,,,,,,,,,,,
2025,Lada Hitam,Saus & Bumbu,1.0,sejumput,0.0,,,0.06,,0.01,0.0,0.001,0.001,0.001,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
2026,Lafero Chocolate Wafer Roll,Aim Biscuits,8.0,pieces (25 g),130.0,,,15.0,,1.0,8.0,5.0,0.0,0.0,,0.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,45.0,0.0,,,,,,,,,,,,
2027,Lainnya,Makanan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,Laksa Paste,Lee Kum Kee,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,Lapis Bogor Blackforest,Sangkuriang,1.0,takaran saji (50 g),210.0,,,22.0,,3.0,12.0,6.0,,,,,2.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,
2030,Lapis Bogor Full Talas,Sangkuriang,1.0,porsi (50 g),180.0,,,20.0,,3.0,9.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,120.0,70.0,,,,,,,,,,,,
2031,Lapis Bogor Pisang Coklat,Sangkuriang,1.0,potong (50 g),170.0,,,19.0,,3.0,9.0,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,125.0,115.0,,,,,,,,,,,,
2032,Lapis Bogor Rasa Cocopandan,Sangkuriang,1.0,porsi (50 g),190.0,,,19.0,,3.0,11.0,,,,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,130.0,60.0,,,,,,,,,,,,
2033,Lapis Bunder Rasa Talas Keju,Sangkuriang,1.0,serving (50 g),170.0,,,17.0,,4.0,10.0,5.0,,,,35.0,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,
2034,Lapis Legit,Beeru,100.0,g,389.0,,,55.5,,6.6,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
